breedda01,65.0,10.0,1.0,0.0,0.0,9.0
druhoca01,0.0,0.0,0.0,0.0,0.0,0.0
fryerer01,78.0,17.0,2.0,1.0,0.0,10.0
boyleja02,25.0,7.0,1.0,0.0,0.0,1.0
jerzemi01,0.0,0.0,0.0,0.0,0.0,0.0
creelja01,26.0,2.0,1.0,0.0,0.0,1.0
cruzto03,4.0,0.0,0.0,0.0,0.0,0.0
stemfr01,245.0,51.0,2.0,3.0,0.0,12.0
kinnewa01,6.0,1.0,0.0,0.0,1.0,0.0
hearnji01,2.0,0.0,0.0,0.0,0.0,1.0
bergowi01,38.0,5.0,0.0,0.0,0.0,0.0
karkoro01,138.0,25.0,3.0,0.0,6.0,11.0
lyonsba01,64.0,17.0,2.0,0.0,5.0,4.0
wellsda01,15.0,4.0,1.0,0.0,0.0,0.0
gyseldi01,36.0,6.0,1.0,1.0,0.0,2.0
farreke01,396.0,102.0,11.0,3.0,0.0,24.0
fickjo01,0.0,0.0,0.0,0.0,0.0,0.0
smithel01,57.0,10.0,2.0,1.0,0.0,6.0
hoppjo01,46.0,10.0,1.0,0.0,0.0,6.0
johnsmi01,0.0,0.0,0.0,0.0,0.0,0.0
zahnefr01,49.0,11.0,1.0,1.0,0.0,6.0
brosnji01,13.0,4.0,0.0,0.0,0.0,0.0
janssca01,0.0,0.0,0.0,0.0,0.0,0.0
marinjh01,3.0,0.0,0.0,0.0,0.0,0.0
roweja01,504.0,126.0,22.0,7.0,2.0,48.0
altener01,3.0,0.0,0.0,0.0,0.0,0.0
garrra01,42.0,8.0,1.0,0.0,0.0,4.0
counscr01,157.0,28.0,2.0,1.0,1.0,20.0
twombba01,175.0,66.0,8.0,1.0,1.0,11.0
henrydu01,51.0,12.0,1.0,1.0,0.0,5.0
bladtri01,117.0,26.0,3.0,1.0,1.0,11.0
hoeyja02,0.0,0.0,0.0,0.0,0.0,0.0
chulkvi01,0.0,0.0,0.0,0.0,0.0,0.0
thorpbo02,0.0,0.0,0.0,0.0,0.0,0.0
wileyma01,0.0,0.0,0.0,0.0,0.0,0.0
gamboed01,0.0,0.0,0.0,0.0,0.0,0.0
bicheda01,391.0,112.0,30.0,1.0,12.0,20.0
burkele02,10.0,2.0,0.0,0.0,0.0,0.0
finlech01,28.0,3.0,1.0,0.0,0.0,0.0
marteda01,0.0,0.0,0.0,0.0,0.0,0.0
lutzza01,20.0,6.0,2.0,0.0,0.0,6.0
harrimi02,0.0,0.0,0.0,0.0,0.0,0.0
galeri01,0.0,0.0,0.0,0.0,0.0,0.0
holtro01,6.0,1.0,0.0,0.0,0.0,1.0
pattoha01,0.0,0.0,0.0,0.0,0.0,0.0
filebo01,1.0,0.0,0.0,0.0,0.0,0.0
benneik01,22.0,1.0,0.0,0.0,0.0,1.0
hayesbi01,0.0,0.0,0.0,0.0,0.0,0.0
towerjo01,0.0,0.0,0.0,0.0,0.0,0.0
pasekjo01,9.0,3.0,0.0,0.0,0.0,1.0
howear01,3.0,0.0,0.0,0.0,0.0,0.0
smithch06,26.0,5.0,0.0,0.0,0.0,1.0
willile03,5.0,1.0,1.0,0.0,0.0,0.0
fast01,11.0,2.0,0.0,0.0,0.0,0.0
patteha02,3.0,0.0,0.0,0.0,0.0,1.0
lindqca01,1.0,0.0,0.0,0.0,0.0,0.0
fostejo01,0.0,0.0,0.0,0.0,0.0,0.0
thomava01,86.0,18.0,3.0,0.0,2.0,6.0
colliwi01,35.0,9.0,0.0,0.0,0.0,2.0
pembebr01,2.0,0.0,0.0,0.0,0.0,0.0
alexabo01,1.0,0.0,0.0,0.0,0.0,0.0
powelde01,0.0,0.0,0.0,0.0,0.0,0.0
pearste01,0.0,0.0,0.0,0.0,0.0,0.0
rambepe01,2.0,0.0,0.0,0.0,0.0,1.0
cuccial01,165.0,41.0,7.0,1.0,4.0,1.0
lindeer01,2.0,1.0,0.0,0.0,0.0,0.0
goolsra01,4.0,0.0,0.0,0.0,0.0,1.0
cardejo02,53.0,18.0,2.0,0.0,0.0,5.0
ewingre01,1.0,0.0,0.0,0.0,0.0,0.0
seoja01,0.0,0.0,0.0,0.0,0.0,0.0
andrubi01,2.0,0.0,0.0,0.0,0.0,0.0
korchst01,51.0,8.0,2.0,0.0,0.0,5.0
brennji02,0.0,0.0,0.0,0.0,0.0,0.0
lough01,5.0,2.0,0.0,0.0,0.0,0.0
nixonwi01,17.0,5.0,1.0,0.0,0.0,0.0
hicksbu01,47.0,10.0,2.0,0.0,0.0,3.0
graydo02,32.0,7.0,2.0,1.0,0.0,3.0
iorgda01,106.0,24.0,2.0,1.0,2.0,2.0
bruggfr01,14.0,3.0,0.0,0.0,0.0,2.0
paintla01,1.0,0.0,0.0,0.0,0.0,0.0
herreda01,0.0,0.0,0.0,0.0,0.0,0.0
blewebo01,10.0,0.0,0.0,0.0,0.0,1.0
portebo03,87.0,20.0,4.0,2.0,1.0,9.0
boonera01,78.0,16.0,1.0,0.0,1.0,11.0
ramiral03,57.0,14.0,3.0,0.0,1.0,4.0
gomezpr01,7.0,2.0,1.0,0.0,0.0,0.0
mcintma01,84.0,14.0,0.0,0.0,0.0,14.0
sylvelo01,112.0,25.0,4.0,3.0,1.0,13.0
uhlbo01,0.0,0.0,0.0,0.0,0.0,0.0
housech02,273.0,66.0,15.0,3.0,3.0,12.0
posadjo01,344.0,81.0,14.0,0.0,14.0,39.0
halliji01,12.0,3.0,2.0,0.0,0.0,0.0
reinech01,2.0,0.0,0.0,0.0,0.0,0.0
hergema01,0.0,0.0,0.0,0.0,0.0,0.0
pickejo01,141.0,30.0,2.0,3.0,1.0,7.0
claybi01,8.0,2.0,0.0,0.0,0.0,0.0
wheatch01,12.0,0.0,0.0,0.0,0.0,0.0
mckeeji01,66.0,9.0,0.0,0.0,0.0,0.0
mauchge01,222.0,60.0,10.0,3.0,2.0,22.0
gallawi01,49.0,15.0,2.0,0.0,0.0,10.0
kusiccr01,54.0,11.0,1.0,0.0,2.0,7.0
narrosa02,0.0,0.0,0.0,0.0,0.0,0.0
francra01,8.0,1.0,0.0,0.0,0.0,2.0
condera01,16.0,0.0,0.0,0.0,0.0,3.0
medlekr01,0.0,0.0,0.0,0.0,0.0,0.0
campojo01,2.0,0.0,0.0,0.0,0.0,0.0
murraam01,4.0,1.0,0.0,0.0,0.0,0.0
willidi01,251.0,63.0,12.0,0.0,3.0,24.0
ohlenro01,0.0,0.0,0.0,0.0,0.0,0.0
stockle01,7.0,2.0,1.0,0.0,0.0,0.0
carmage01,93.0,16.0,2.0,0.0,0.0,8.0
engligi01,79.0,12.0,3.0,0.0,1.0,6.0
bevanha01,3.0,1.0,0.0,0.0,1.0,0.0
krollga01,0.0,0.0,0.0,0.0,0.0,0.0
jonesji02,9.0,1.0,0.0,0.0,0.0,2.0
heltoto01,397.0,99.0,22.0,1.0,15.0,40.0
martijo02,43.0,14.0,2.0,0.0,0.0,2.0
corbejo01,43.0,9.0,4.0,0.0,0.0,2.0
bandoch01,2.0,1.0,0.0,0.0,0.0,0.0
maronni01,0.0,0.0,0.0,0.0,0.0,0.0
grzenjo01,1.0,0.0,0.0,0.0,0.0,0.0
sevcijo01,16.0,1.0,1.0,0.0,0.0,1.0
offerjo01,72.0,18.0,2.0,0.0,1.0,6.0
uphambi01,9.0,2.0,0.0,0.0,0.0,1.0
gorbogl01,2.0,1.0,1.0,0.0,0.0,1.0
barbech01,204.0,41.0,1.0,4.0,0.0,11.0
kellekr01,0.0,0.0,0.0,0.0,0.0,0.0
krolia01,1.0,0.0,0.0,0.0,0.0,0.0
dedriji01,0.0,0.0,0.0,0.0,0.0,0.0
matzst01,36.0,5.0,1.0,1.0,0.0,4.0
buffich01,43.0,15.0,1.0,1.0,0.0,3.0
wallabo01,98.0,15.0,1.0,0.0,0.0,6.0
newsosk01,310.0,71.0,8.0,2.0,2.0,24.0
mondari01,47.0,9.0,2.0,0.0,1.0,8.0
joycema01,231.0,56.0,10.0,1.0,13.0,59.0
hinshal01,0.0,0.0,0.0,0.0,0.0,0.0
kellefr01,10.0,0.0,0.0,0.0,0.0,2.0
macdobi01,0.0,0.0,0.0,0.0,0.0,0.0
phamth01,159.0,36.0,7.0,0.0,9.0,20.0
roweda01,122.0,21.0,3.0,4.0,0.0,6.0
achteaj01,0.0,0.0,0.0,0.0,0.0,0.0
kalahjo01,5.0,0.0,0.0,0.0,0.0,0.0
flickel01,68.0,18.0,2.0,1.0,1.0,10.0
garregr01,3.0,1.0,0.0,0.0,0.0,0.0
gormato03,0.0,0.0,0.0,0.0,0.0,0.0
roserst01,5.0,0.0,0.0,0.0,0.0,0.0
